name,category,neighborhood,address,phone,lat,lng,tier,product_tags,recognition,what_to_order,price_range,reservation,best_time,notes,verdict,caveat,best_night,hot_this_month,source_tier,maps,still_open,last_verified,geo_precision
WAYANA Wine Bar & Tapas,Natural wine,Kadıköy,"Ferit Tek Sok. 60/B, Moda, Kadıköy, İstanbul",+90 216 550 22 07,40.980199,29.023997,berth_top,Natural wine|Turkish indigenous grapes,,a flight of rare native grapes — the whole list is available by the glass,,,16:00–00:00,500+ labels served entirely by the glass. As of July 2026: 143 Turkish wineries and 90 endemic grape varieties. Own site wayanatapas.com.,Go here first; it will reorganise what you think Turkish wine is,Listed on Star Wine List; own site live,Tue,,reported,https://www.google.com/maps/search/?api=1&query=WAYANA+Wine+Bar+%26+Tapas+Istanbul,confirmed,2026-08-11,venue
Bağ Pera,Natural wine,Asmalımescit,,,41.027517,28.974427,several,Wine bar|Tapas,,,,,Lunch Mon–Sat 12:00–14:45 · dinner daily 17:30–00:00,"Excellent small Turkish producers, plus tastings and workshops.",,not cross-checked in this pass — do not publish as open,Thu,Opened in the current wave,reported,https://www.google.com/maps/search/?api=1&query=Ba%C4%9F+Pera+Istanbul,confirmed,2026-08-11,venue
Lips Wine Bar,Natural wine,Nişantaşı,"Teşvikiye, Hacı Emin Efendi Sok., Nişantaşı Apt No:24C, Şişli, İstanbul",,41.051687,28.991696,several,Wine bar,,,,,17:00–00:00 · Fri–Sat to 02:00,,,⚠ CLOSED SUNDAYS,Any except Sun,Opened in the current wave,reported,https://www.google.com/maps/search/?api=1&query=Lips+Wine+Bar+Istanbul,confirmed,2026-08-11,neighborhood
Montag,Coffee,Istanbul,"Caferağa, Muvakkıthane Cd. No:16/A Kat:1, 34710 Kadıköy, İstanbul",,40.984780,29.025796,several,Specialty coffee|Roaster,,,,,Mon–Sun 10:00–22:00 (Fri–Sat to 23:00),Roasting its own since 2016; the pioneer most of the scene credits.,,Hours current on multiple 2026 listings,,,reported,https://www.google.com/maps/search/?api=1&query=Montag+Istanbul,confirmed,2026-08-11,venue
Federal Galata,Coffee,Galata — near the Kamondo stairs,,,41.026294,28.973672,several,Specialty coffee,,,,,Morning,"Est. 2016, up the hill from the Kamondo stairs. Australian-café register and a proper flat white.",,not cross-checked in this pass — do not publish as open,,,reported,https://www.google.com/maps/search/?api=1&query=Federal+Galata+Istanbul,confirmed,2026-08-11,venue
Coffee Manifesto,Coffee,"Yeldeğirmeni, Kadıköy",,,40.989201,29.024170,several,Specialty coffee,,,,,Morning,Run with world-ranked barista Koray Erdoğdu.,,not cross-checked in this pass — do not publish as open,,,reported,https://www.google.com/maps/search/?api=1&query=Coffee+Manifesto+Istanbul,confirmed,2026-08-11,venue
Dama,Coffee / Listening,"Teşvikiye, Şişli",,,41.051687,28.991696,several,Café by day|Hi-fi by night,,,,,Either end of the day,"Morning coffee watching the side street, lunch with friends, and the tempo climbing into a hi-fi evening.",A café by day that becomes a hi-fi listening bar at night — the format Istanbul has taken to faster than any other European city,not cross-checked in this pass — do not publish as open,Tue,New in the current wave,reported,https://www.google.com/maps/search/?api=1&query=Dama+Istanbul,confirmed,2026-08-11,neighborhood
Neroli Daylight Kitchen,Coffee,Teşvikiye,,,41.051937,28.996637,several,Brunch|Seasonal,,,,,Morning,,,not cross-checked in this pass — do not publish as open,Sun,Current daytime opening,reported,https://www.google.com/maps/search/?api=1&query=Neroli+Daylight+Kitchen+Istanbul,unverified,,neighborhood
Morning in Pera,Coffee,Yeşilköy (new room),,,,,several,Breakfast|Brunch,,,,,Morning,,,not cross-checked in this pass — do not publish as open,Sun,New Yeşilköy location,reported,https://www.google.com/maps/search/?api=1&query=Morning+in+Pera+Istanbul,unverified,,none
Arkaoda,Listening,Kadıköy,"Kadife Sok. No:18 D:1, Caferağa, Kadıköy, İstanbul",,40.986590,29.026539,berth_top,Listening bar|Turkish psych|Garden,,,,,Mon–Sun 12:00–02:00,"Anchor since 1999. Selectors move between Turkish psych, jazz and electronic. Functionally a collective as much as a bar.",,open Mon–Sun 12:00–02:00 per a July 2026 listing; Kadife Sok. No:18 D:1,Tue,,reported,https://www.google.com/maps/search/?api=1&query=Arkaoda+Istanbul,confirmed,2026-08-11,venue
Karga,Listening,Kadıköy,,,40.986644,29.026584,several,Vinyl sessions,,,,,,Vinyl-led sessions in the upstairs rooms.,,⚠ the venue's own Facebook page shows 'Closing Soon' — CHECK BEFORE SENDING ANYONE,Tue,,reported,https://www.google.com/maps/search/?api=1&query=Karga+Istanbul,closing_soon,2026-08-11,venue
Nayah,Listening,Kadıköy,,,40.991295,29.024563,several,Reggae|Dub,,,,,,,,not cross-checked in this pass — do not publish as open,Tue,,reported,https://www.google.com/maps/search/?api=1&query=Nayah+Istanbul,unverified,,neighborhood
Frankhan,Listening / Club,Karaköy,,,41.022864,28.974039,several,House|Electro|Audiophile Sound Room,,,,,,Large main room plus a dedicated audiophile Sound Room.,,not cross-checked in this pass — do not publish as open,Fri,,reported,https://www.google.com/maps/search/?api=1&query=Frankhan+Istanbul,confirmed,2026-08-11,neighborhood
June,Listening,Teşvikiye,"Teşvikiye, Ahmet Fetgeri Sok. No:31, Şişli, İstanbul",,41.169610,28.990789,several,Listening bar,,,,,,"A neighbourhood bar that is also a listening bar — vinyl through good equipment, dancing later.",,not cross-checked in this pass — do not publish as open,Tue,New in the current wave,reported,https://www.google.com/maps/search/?api=1&query=June+Istanbul,confirmed,2026-08-11,venue
FLUX,Club,Maslak,,,41.109999,29.020591,berth_top,Techno|House|Funktion-One,,,,,Late,"Funktion-One in a modular room. 2026 season has carried Ben Klock, Anja Schneider, Gerd Janson, Cormac, Setaoc Mass and Stef Mendesidis alongside local artists.","The serious techno room — and the programming actually splits: Fridays lean house, Saturdays go techno",not cross-checked in this pass — do not publish as open,Fri (house) · Sat (techno),,reported,https://www.google.com/maps/search/?api=1&query=FLUX+Istanbul,confirmed,2026-08-11,neighborhood
Şahika,Club,Beyoğlu,,,41.034800,28.977639,several,Techno|Jungle|Footwork|Queer-friendly|Rooftop,,,,,Late,Multi-level with a rooftop terrace; the experimental end of the programming.,,"Active club listing on Resident Advisor; roof bar hosting music, exhibitions, talks",Fri,,reported,https://www.google.com/maps/search/?api=1&query=%C5%9Eahika+Istanbul,confirmed,2026-08-11,venue
NOH Radio Bar / NOH Extended,Club,Beyoğlu,,,41.028423,28.973681,several,Techno|Trance|Jungle|House|Art space,,,,,Late,"The compact bar where the music goes out into the street, plus its late club and art space.",,Active club listing on Resident Advisor,Fri,,reported,https://www.google.com/maps/search/?api=1&query=NOH+Radio+Bar+%2F+NOH+Extended+Istanbul,confirmed,2026-08-11,neighborhood
POPSTEL — Stay Local,Party series,Galatasaray,,,41.032476,28.973583,several,Y2K hip-hop|UK garage|Dark disco,,,,,,,,not cross-checked in this pass — do not publish as open,Fri,,reported,https://www.google.com/maps/search/?api=1&query=POPSTEL+%E2%80%94+Stay+Local+Istanbul,unverified,,neighborhood
Ritim Istanbul,Club,Kadıköy,,,40.921866,29.158616,several,Reggaeton|Pop|Hip-hop|Electronic,,,,,,"Multi-floor, broader and more international.",,not cross-checked in this pass — do not publish as open,Sat,,reported,https://www.google.com/maps/search/?api=1&query=Ritim+Istanbul+Istanbul,unverified,,venue
Sazzou,Jazz,"Hilton İstanbul Bosphorus, Harbiye",,,41.045238,28.991014,several,Jazz|Cocktails,,,,,Evening,Built around jazz and cocktail culture — live jazz plus vinyl DJ sets.,,not cross-checked in this pass — do not publish as open,Wed,The first serious new jazz room in a while — just opened,reported,https://www.google.com/maps/search/?api=1&query=Sazzou+Istanbul,confirmed,2026-08-11,neighborhood
Suma Han,Collective,Beyoğlu,,,41.028423,28.973681,berth_top,Creative hub|Studios|Residences|500-cap club,,,,,,"Offices, artist studios, residences and common rooms, plus a club room with a 500-capacity floor and real acoustics.",The clearest example in the city of artists building their own infrastructure,Active club listing on Resident Advisor,Fri,"With the Biennial in its academy year, spaces like this are where the programming actually is",reported,https://www.google.com/maps/search/?api=1&query=Suma+Han+Istanbul,confirmed,2026-08-11,neighborhood
KOLI Art Space,Collective,Kadıköy,,,40.991295,29.024563,several,Queer community|Exhibitions|Performance|Music,,,,,,"Founded 2021 by Elçin Acun and Yasemin Kalaycı. Non-profit production and exhibition space supporting feminist and queer artists, on identity and gender fluidity. Showed at Contemporary Istanbul CI BLOOM 2026.",,not cross-checked in this pass — do not publish as open,,Part of the Biennial's 2026 local-initiative programme,reported,https://www.google.com/maps/search/?api=1&query=KOLI+Art+Space+Istanbul,confirmed,2026-08-11,neighborhood
NOKS (formerly TOZ),Collective,Kadıköy,,,40.991295,29.024563,several,Artist-run|Non-profit,,,,,,"Began 2015 as TOZ, founded by Ece Elder, Elvan Ekren, Sinem Dişli and Volkan Kızıltunç; NOKS after 2018, run by Kızıltunç and Ekren. Showed at Contemporary Istanbul CI BLOOM 2026; SAHA-supported.",,not cross-checked in this pass — do not publish as open,,,reported,https://www.google.com/maps/search/?api=1&query=NOKS+%28formerly+TOZ%29+Istanbul,confirmed,2026-08-11,neighborhood
BAS · AVTO,Collective,Istanbul,,,41.006381,28.975872,several,Artist books|Experimental,,,,,,Long-running independent spaces — artist books and experimental programming. SAHA Sustainability Fund supported.,,not cross-checked in this pass — do not publish as open,,,reported,https://www.google.com/maps/search/?api=1&query=BAS+%C2%B7+AVTO+Istanbul,confirmed,2026-08-11,neighborhood
Nublu Istanbul / Nublu Records,Collective,Istanbul,,,41.006381,28.975872,several,Label|Live room|Jazz,,,,,,"İlhan Erşahin's label and room, founded 2005 as the extension of the Nublu sound from New York's Lower East Side.",The most internationally connected music operation in the city,not cross-checked in this pass — do not publish as open,,"Istanbul Sessions released their sixth album, Mahalle, on 16 January 2026",reported,https://www.google.com/maps/search/?api=1&query=Nublu+Istanbul+%2F+Nublu+Records+Istanbul,unverified,,neighborhood
The Bank Roof Bar,Rooftop,Karaköy — The Bank Hotel,,,41.022864,28.974039,several,Rooftop|Old-city view,,,TL 400–700 a cocktail (2026 hotel-rooftop band),Book for sunset,"Daily, midday to late","Views over the Golden Horn, Bosphorus, Hagia Sophia, Topkapı and the Blue Mosque.",,not cross-checked in this pass — do not publish as open,,,reported,https://www.google.com/maps/search/?api=1&query=The+Bank+Roof+Bar+Istanbul,confirmed,2026-08-11,neighborhood
Roof Mezzepotamia,Rooftop,"Sirkeci, Fatih — terrace of the Orient Occident Hotel, Autograph Collection","Hobyar Mah., Hoca Kasım Köprüsü Sok. No:2, Sirkeci, Fatih, İstanbul",,,,several,Rooftop|270° view,,,,Book for sunset,Sunset,"270° over the Bosphorus, the Golden Horn and the tower; DJs nightly.",,"⚠ It is in SIRKECI, not Karaköy — do not send anyone to the wrong shore",,,reported,https://www.google.com/maps/search/?api=1&query=Roof+Mezzepotamia+Istanbul,confirmed,2026-08-11,none
Roof106,Rooftop,"Galata — atop the Galata Times Hotel, Beyoğlu",,,41.025286,28.972792,several,Rooftop|Cocktails,,,,,Sunset,,,⚠ CLOSED TUESDAYS,Any except Tue,,reported,https://www.google.com/maps/search/?api=1&query=Roof106+Istanbul,confirmed,2026-08-11,neighborhood
Sky Karaköy,Rooftop,"9th floor, JW Marriott İstanbul Bosphorus, Karaköy",,,41.024080,28.979241,several,Rooftop,,,,,17:00–01:00,,,⚠ SEASONAL — Marriott's own listing has carried a 'Seasonally Closed' label. Check before going.,,,reported,https://www.google.com/maps/search/?api=1&query=Sky+Karak%C3%B6y+Istanbul,seasonal,2026-08-11,neighborhood
Manifest Roof,Rooftop,"Bereketzade, Galata, Beyoğlu",,,41.025286,28.972792,several,Rooftop|Modern Mediterranean,,,,,Dinner from 18:00,,,not cross-checked in this pass — do not publish as open,,The summer's new rooftop entry,reported,https://www.google.com/maps/search/?api=1&query=Manifest+Roof+Istanbul,confirmed,2026-08-11,neighborhood
Arogan,Opening,Tarabya,,,41.138574,29.053042,several,Modern|Local ingredients,,,,,Tue–Sat 18:00–00:00,Chef Burak Zafer. Opened 30 January 2026.,,⚠ CLOSED SUNDAYS AND MONDAYS,Tue–Sat,"2026 wave — local ingredients, modern technique, classics pushed off-centre",reported,https://www.google.com/maps/search/?api=1&query=Arogan+Istanbul,confirmed,2026-08-11,neighborhood
Kontuar,Opening,Pera / Asmalımescit,,,41.028423,28.973681,several,Fire-focused|Modern,,,,,,"Chef Mustafa Otar. Opened January 2026 as a chef's-table counter built on 'fire, emotion and roots'.",,not cross-checked in this pass — do not publish as open,,The most recent of the significant openings,reported,https://www.google.com/maps/search/?api=1&query=Kontuar+Istanbul,confirmed,2026-08-11,neighborhood
Hodan,Opening,Beyoğlu (listed by some sources as Nişantaşı),,,41.051687,28.991696,several,Modern Anatolian,,,,,,"One of Beyoğlu's most talked-about new chef restaurants, and already a brunch fixture. Sunday jazz brunch.",,⚠ Neighbourhood disputed across sources (Beyoğlu vs Nişantaşı) — confirm before travelling,"Sun, for the jazz brunch",2026 wave,reported,https://www.google.com/maps/search/?api=1&query=Hodan+Istanbul,confirmed,2026-08-11,neighborhood
Todos Los Días,Opening,Beyoğlu / Asmalımescit,,,41.028423,28.973681,several,Comfort food,,,,,,"Esen Hünal, Maksut Aşkar and Erim Leblebicioğlu.",,not cross-checked in this pass — do not publish as open,,Notable because Aşkar of Neolokal is behind it,reported,https://www.google.com/maps/search/?api=1&query=Todos+Los+D%C3%ADas+Istanbul,unverified,,neighborhood
Indochine İstanbul,Opening,Bebek,,,41.079016,29.043959,several,Vietnamese,,,,,,Chef Mahmut Can Kızılbay.,,not cross-checked in this pass — do not publish as open,,2026 wave,reported,https://www.google.com/maps/search/?api=1&query=Indochine+%C4%B0stanbul+Istanbul,unverified,,neighborhood
Basta! Neo Bistro,Opening,"Caddebostan, Kadıköy",,,40.967019,29.062925,several,Neo-bistro,In the 2026 MICHELIN selection,,,,,"Kaan Sakarya and Derin Arıbaş, both trained in Michelin kitchens in France.",,in the MICHELIN Guide Türkiye 2026 selection,,Newly in the 2026 selection,canon,https://www.google.com/maps/search/?api=1&query=Basta%21+Neo+Bistro+Istanbul,confirmed,2026-08-11,neighborhood
Lina Anatolian,Opening,Karaköy,,,41.022864,28.974039,several,Modern Anatolian|Bosphorus view,,,,,,"Regional Anatolian flavours through contemporary technique, over the Bosphorus — a refined interpretation rather than a recreation.",,not cross-checked in this pass — do not publish as open,,The most watched of the summer's openings,reported,https://www.google.com/maps/search/?api=1&query=Lina+Anatolian+Istanbul,confirmed,2026-08-11,neighborhood
Lokanta Stambouli,Opening,Pera (Minoa Pera),"Asmalı Mescit Mah., Meşrutiyet Cad. No:99, Beyoğlu, İstanbul",+90 539 693 12 78,41.029959,28.973306,berth_top,Meyhane|Turkish and Rum tradition,,,,,,Opened by Perviz Resuli on the first floor of the historic Union Française building at Minoa Pera. Capacity 70. Explicitly marries the old Istanbul meyhane to Greek cooking.,"The most interesting new room in the city — a Rum meyhane revival opening in 2026 is a loaded act, and it is the living answer to this guide's history section",not cross-checked in this pass — do not publish as open,,"Just opened, working explicitly in the Turkish AND Rum meyhane tradition",reported,https://www.google.com/maps/search/?api=1&query=Lokanta+Stambouli+Istanbul,confirmed,2026-08-11,neighborhood
Seoul Kitchen,Opening,"Bomontiada, Şişli",,,41.058318,28.980805,several,Korean|Pop-up,,,,,,Jimmy & Jin.,,"POP-UP — will not last · pop-up — no stated end date, will not last",,Catch it now or not at all,reported,https://www.google.com/maps/search/?api=1&query=Seoul+Kitchen+Istanbul,time_limited,2026-08-11,neighborhood
Østre,Opening,Cihangir,,,41.033040,28.985319,several,Oysters|Raw bar,,,,,,A small seafood bar built on oysters and raw fish.,,Limited seating — reservations needed for evening service,,2026 wave,reported,https://www.google.com/maps/search/?api=1&query=%C3%98stre+Istanbul,confirmed,2026-08-11,neighborhood
Rüya İstanbul,Opening,"Çırağan Palace Kempinski, Beşiktaş",,,41.036270,29.093512,several,Modern Anatolian|Grand hotel,,,,,,Sharing plates in the Çırağan Palace Kempinski. It revived the long-missed Sunday brunch tradition.,,not cross-checked in this pass — do not publish as open,"Sun, for the brunch",2026 wave,reported,https://www.google.com/maps/search/?api=1&query=R%C3%BCya+%C4%B0stanbul+Istanbul,confirmed,2026-08-11,venue
Burger and Lobster,Opening,The Ritz-Carlton Istanbul,,,41.040288,28.992178,several,Pop-up,,,,,,,,RUNS ONLY TO THE END OF AUGUST 2026 · stated to run only to the end of August 2026,,Last weeks — closes end of August,reported,https://www.google.com/maps/search/?api=1&query=Burger+and+Lobster+Istanbul,time_limited,2026-08-11,neighborhood
Vefa Bozacısı,Institution,Vefa,,,41.015324,28.958419,several,Boza|Since 1876,,boza with cinnamon and roasted chickpeas,,,Winter — it is a cold-season drink,Selling boza since 1876.,"The point of going is the room, unchanged",own site vefa.com.tr active,,,reported,https://www.google.com/maps/search/?api=1&query=Vefa+Bozac%C4%B1s%C4%B1+Istanbul,confirmed,2026-08-11,venue
Kuzguncuk,Walk,Asian shore,,,41.032160,29.036026,berth_top,Wooden houses|Mosque + synagogue + church,,,,,Late afternoon,,"The single loveliest street in Istanbul, and the physical proof of the city this guide describes","A neighbourhood, not a venue",Sun,,reported,https://www.google.com/maps/search/?api=1&query=Kuzguncuk+Istanbul,n/a,2026-08-11,venue
Balat and Fener,Walk,Golden Horn,,,41.041155,28.945785,several,Old Greek and Jewish quarters,,,,,Early — it fills,,,"Neighbourhoods, not venues",,,reported,https://www.google.com/maps/search/?api=1&query=Balat+and+Fener+Istanbul,n/a,2026-08-11,neighborhood
Arnavutköy to Bebek,Walk,European shore,,,41.077183,29.043259,several,Yalı|3 km waterside walk,,,,,Late afternoon,,The best hour on the European shore,"A walking route, not a venue",,,reported,https://www.google.com/maps/search/?api=1&query=Arnavutk%C3%B6y+to+Bebek+Istanbul,n/a,2026-08-11,venue
"Büyükada, Princes' Islands",Walk,Sea of Marmara,,,40.856355,29.119037,berth_top,No cars|Wooden houses|Monastery of St George,,,,,A full day,"About 5 × 1 km. Roughly 90 minutes by ferry from the European piers, 45 from the Asian side.",,"An island, not a venue",Sun,,reported,https://www.google.com/maps/search/?api=1&query=B%C3%BCy%C3%BCkada%2C+Princes%27+Islands+Istanbul,n/a,2026-08-11,venue
Kadıköy,Walk,Asian side,,,40.991295,29.024563,berth_top,Market streets|Barlar Sokağı|Moda|Yeldeğirmeni,,,,,"Market by day, bars by night",,The centre of gravity of everything good happening in Istanbul now,"A district, not a venue",Sat,,reported,https://www.google.com/maps/search/?api=1&query=Kad%C4%B1k%C3%B6y+Istanbul,n/a,2026-08-11,venue
Eminönü fish-bread boats,Avoid,Eminönü,,,41.018212,28.969994,avoid,,,,,,,,"Photogenic, industrialised, and not what anyone local eats","A warning, not a recommendation",,,reported,https://www.google.com/maps/search/?api=1&query=Emin%C3%B6n%C3%BC+fish-bread+boats+Istanbul,n/a,2026-08-11,neighborhood
Sultanahmet as a dining district,Avoid,Sultanahmet,,,41.004114,28.976909,avoid,,,,,,,,The greatest concentration of monuments in Europe and the worst concentration of restaurants in this guide's area,"A warning, not a recommendation",,,reported,https://www.google.com/maps/search/?api=1&query=Sultanahmet+as+a+dining+district+Istanbul,n/a,2026-08-11,neighborhood
Nardis Jazz Club,Jazz,Galata — at the foot of the tower,"Kuledibi Sok., Galata, Beyoğlu, İstanbul",,41.025442,28.974186,berth_top,Jazz|Live nearly every night|120 seats,,,Mid,Recommended,Weekdays 21:30–00:30 · weekends 22:30–01:30,"Roughly 120 seats at the foot of the Galata Tower, live jazz from local and international acts practically every night. Programming already listed into 2026–27.","THE jazz room in Istanbul, and the reason Wednesday is on the week grid",,Wed,,reported,https://www.google.com/maps/search/?api=1&query=Nardis+Jazz+Club+Istanbul,confirmed,2026-08-11,venue
